"Path","LineNumber","Line"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\conversation-router.js","131","    // If input clearly contains business-relevant domain signal"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\conversation-router.js","138","    // ""Actually I need a website"" ? contains interrupt word + domain signal"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\conversation-router.js","181","    // Has meaningful business signal ? route to pipeline"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","8"," *   - redirects toward business context"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","51","        ""Let me simplify ? are you looking for help with your business?"","
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","53","        ""Happy to help ? I just need a bit more to go on. What type of business do you run?"""
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","62","        ""I'm here to help with your business needs. What's on your mind?"","
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","74","        ""That's not our area, but I'd love to help with your business needs. What's the challenge?"","
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","142","   * e.g., ""websites, SEO, AI automation, and app development"""
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","146","      return 'business solutions';"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\router\router-handlers.js","150","    if (names.length === 0) return 'business solutions';"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","7"," *   - ResponseOrchestrator"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","21","import { ResponseOrchestrator }              from './response-orchestrator.js';"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","60","      this.orchestrator = new ResponseOrchestrator(this.stateMachine);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","129","    this.$leadBusiness  = document.getElementById('lead-business');"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","162","        `AI Voice Assistant for ${config.company_name} ? Your intelligent business consultant powered by voice.`"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","171","        $p.textContent = `I'm your AI-powered ${config.role || 'business consultant'}. I help identify the right solutions for your needs.`;"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","735","    const hasData = leadData && (leadData.name || leadData.business || leadData.goal || leadData.problem);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\app.js","742","    if (this.$leadBusiness) this.$leadBusiness.textContent  = leadData.business || '?';"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","13"," *   - Auto-extraction (name, business, urgency from ANY input)"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","63","  [STATES.FLOW_WEBSITE]: 'website',"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","64","  [STATES.FLOW_SEO]:     'seo',"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","65","  [STATES.FLOW_AI]:      'ai',"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","66","  [STATES.FLOW_APP]:     'app',"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","70","export class ResponseOrchestrator {"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","162","        this.sm.transition(STATES.FLOW_WEBSITE);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","164","        const step = this.flows.getStep(STATES.FLOW_WEBSITE, 0);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","174","        this.sm.transition(STATES.FLOW_SEO);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","176","        const step = this.flows.getStep(STATES.FLOW_SEO, 0);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","550","    if (nlpData.business) {"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","551","      this.memory.storeEntity('business', nlpData.business.value, nlpData.confidence.business || 0.6, turn, input);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","552","      if (!ld.business || nlpData.confidence.business > 0.6) {"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","553","        this.leads.capture('business', nlpData.business.value);"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","554","        this.sm.updateLeadData({ business: nlpData.business.value });"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","776","      case STATES.FLOW_WEBSITE:"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","777","      case STATES.FLOW_SEO:"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","778","      case STATES.FLOW_AI:"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\response-orchestrator.js","779","      case STATES.FLOW_APP:"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\state-machine.js","131","        business:      null,"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\state-machine.js","347","    if (ld.business)      score += 15;"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\js\state-machine.js","361","    if (!ld.business) return 'business';"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\index.html","6","  <meta name=""description"" content=""AI Voice Assistant ? Your intelligent business consultant powered by voice."">"
"C:\Users\Public\OFFICIAL PROJECTS (DEVELOPMENT)\ai-voice-assistent\index.html","118","            <span class=""lead-field__value"" id=""lead-business"">?</span>"
